Date,PTE,period_from,period_until,upward_incident_reserve,downward_incident_reserve,To regulate up,To regulate down,Incentive component,Consume,Feed,Regulation state
2020-01-01,5,01:00,01:15,,,38.6,22.3,0,38.6,22.3,2
2020-01-01,6,01:15,01:30,,,32.93,,0,32.93,32.93,1
2020-01-01,7,01:30,01:45,,,30.3,,0,30.3,30.3,1
2020-01-01,8,01:45,02:00,,,32.93,,0,32.93,32.93,1
2020-01-01,9,02:00,02:15,,,31.25,,0,31.25,31.25,1
2020-01-01,10,02:15,02:30,,,32.75,,0,32.75,32.75,1
2020-01-01,11,02:30,02:45,,,28.92,,0,28.92,28.92,1
2020-01-01,12,02:45,03:00,,,,,0,28.99,28.99,0
2020-01-01,13,03:00,03:15,,,54.33,,0,54.33,54.33,1
2020-01-01,14,03:15,03:30,,,85.02,,0,85.02,85.02,1
2020-01-01,15,03:30,03:45,,,28.75,,0,28.75,28.75,1
2020-01-01,16,03:45,04:00,,,28.75,,0,28.75,28.75,1
2020-01-01,17,04:00,04:15,,,32.57,,0,32.57,32.57,1
2020-01-01,18,04:15,04:30,,,30.3,,0,30.3,30.3,1
2020-01-01,19,04:30,04:45,,,,,0,14.53,14.53,0
2020-01-01,20,04:45,05:00,,,,,0,14.53,14.53,0
2020-01-01,21,05:00,05:15,,,,,0,28.91,28.91,0
2020-01-01,22,05:15,05:30,,,,,0,28.91,28.91,0
2020-01-01,23,05:30,05:45,,,31.0,,0,31.0,31.0,1
2020-01-01,24,05:45,06:00,,,31.0,,0,31.0,31.0,1
2020-01-01,25,06:00,06:15,,,,,0,28.91,28.91,0
2020-01-01,26,06:15,06:30,,,,,0,28.91,28.91,0
2020-01-01,27,06:30,06:45,,,29.77,,0,29.77,29.77,1
2020-01-01,28,06:45,07:00,,,29.5,,0,29.5,29.5,1
2020-01-01,29,07:00,07:15,,,29.5,,0,29.5,29.5,1
2020-01-01,30,07:15,07:30,,,29.5,,0,29.5,29.5,1
2020-01-01,31,07:30,07:45,,,29.5,,0,29.5,29.5,1
2020-01-01,32,07:45,08:00,,,29.77,,0,29.77,29.77,1
2020-01-01,33,08:00,08:15,,,0.0,,0,0.0,0.0,1
2020-01-01,34,08:15,08:30,,,,,0,14.53,14.53,0
2020-01-01,35,08:30,08:45,,,,,0,14.53,14.53,0
2020-01-01,36,08:45,09:00,,,,,0,14.53,14.53,0
2020-01-01,37,09:00,09:15,,,,20.52,0,20.52,20.52,-1
2020-01-01,38,09:15,09:30,,,,25.77,0,25.77,25.77,-1
2020-01-01,39,09:30,09:45,,,,,0,14.53,14.53,0
2020-01-01,40,09:45,10:00,,,,,0,14.53,14.53,0
2020-01-01,41,10:00,10:15,,,,,0,14.53,14.53,0
2020-01-01,42,10:15,10:30,,,,,0,14.53,14.53,0
2020-01-01,43,10:30,10:45,,,33.25,,0,33.25,33.25,1
2020-01-01,44,10:45,11:00,,,37.77,,0,37.77,37.77,1
2020-01-01,45,11:00,11:15,,,38.03,,0,38.03,38.03,1
2020-01-01,46,11:15,11:30,,,33.77,,0,33.77,33.77,1
2020-01-01,47,11:30,11:45,,,37.77,,0,37.77,37.77,1
2020-01-01,48,11:45,12:00,,,37.77,,0,37.77,37.77,1
2020-01-01,49,12:00,12:15,,,56.85,,0,56.85,56.85,1
2020-01-01,50,12:15,12:30,,,56.85,,0,56.85,56.85,1
2020-01-01,51,12:30,12:45,,,61.65,,0,61.65,61.65,1
2020-01-01,52,12:45,13:00,,,38.03,,0,38.03,38.03,1
2020-01-01,53,13:00,13:15,,,33.25,,0,33.25,33.25,1
2020-01-01,54,13:15,13:30,,,33.25,,0,33.25,33.25,1
2020-01-01,55,13:30,13:45,,,38.03,,0,38.03,38.03,1
2020-01-01,56,13:45,14:00,,,33.77,,0,33.77,33.77,1
2020-01-01,57,14:00,14:15,,,61.22,,0,61.22,61.22,1
2020-01-01,58,14:15,14:30,,,61.22,,0,61.22,61.22,1
2020-01-01,59,14:30,14:45,,,33.25,,0,33.25,33.25,1
2020-01-01,60,14:45,15:00,,,39.02,,0,39.02,39.02,1
2020-01-01,61,15:00,15:15,,,56.43,,0,56.43,56.43,1
2020-01-01,62,15:15,15:30,,,37.77,,0,37.77,37.77,1
2020-01-01,63,15:30,15:45,,,56.43,,0,56.43,56.43,1
2020-01-01,64,15:45,16:00,,,65.04,,0,65.04,65.04,1
2020-01-01,65,16:00,16:15,,,33.37,,0,33.37,33.37,1
2020-01-01,66,16:15,16:30,,,33.37,,0,33.37,33.37,1
2020-01-01,67,16:30,16:45,,,208.02,,0,208.02,208.02,1
2020-01-01,68,16:45,17:00,,,251.87,,0,251.87,251.87,1
2020-01-01,69,17:00,17:15,,,251.87,-129.6,0,-129.6,-129.6,-1
2020-01-01,70,17:15,17:30,,,,29.06,0,29.06,29.06,-1
2020-01-01,71,17:30,17:45,,,,,0,29.15,29.15,0
2020-01-01,72,17:45,18:00,*,,495.0,,0,495.0,495.0,1
2020-01-01,73,18:00,18:15,*,,365.22,,0,365.22,365.22,1
2020-01-01,74,18:15,18:30,*,,244.05,,0,244.05,244.05,1
2020-01-01,75,18:30,18:45,*,,244.05,,0,244.05,244.05,1
2020-01-01,76,18:45,19:00,*,,244.05,,0,244.05,244.05,1
2020-01-01,77,19:00,19:15,,,90.02,,0,90.02,90.02,1
2020-01-01,78,19:15,19:30,,,164.02,,0,164.02,164.02,1
2020-01-01,79,19:30,19:45,,,33.59,,0,33.59,33.59,1
2020-01-01,80,19:45,20:00,,,134.02,,0,134.02,134.02,1
2020-01-01,81,20:00,20:15,,,134.02,-54.35,0,-54.35,-54.35,-1
2020-01-01,82,20:15,20:30,,,32.02,-35.85,0,33.74,-35.85,2
2020-01-01,83,20:30,20:45,,,30.17,-54.35,0,33.74,-54.35,2
2020-01-01,84,20:45,21:00,,,30.17,-19.85,0,-19.85,-19.85,-1
2020-01-01,85,21:00,21:15,,,251.87,24.03,0,251.87,24.03,2
2020-01-01,86,21:15,21:30,,,39.02,,0,39.02,39.02,1
2020-01-01,87,21:30,21:45,,,,,0,29.16,29.16,0
2020-01-01,88,21:45,22:00,,,,,0,29.16,29.16,0
2020-01-01,89,22:00,22:15,,,157.02,,0,157.02,157.02,1
2020-01-01,90,22:15,22:30,,,31.43,,0,31.43,31.43,1
2020-01-01,91,22:30,22:45,,,31.43,,0,31.43,31.43,1
2020-01-01,92,22:45,23:00,,,29.93,,0,29.93,29.93,1
2020-01-01,93,23:00,23:15,,,,,0,28.91,28.91,0
2020-01-01,94,23:15,23:30,,,33.77,,0,33.77,33.77,1
2020-01-01,95,23:30,23:45,,,28.75,,0,28.75,28.75,1
2020-01-01,96,23:45,00:00,,,,21.77,0,21.77,21.77,-1
2020-01-02,1,00:00,00:15,,,,21.01,0,21.01,21.01,-1
2020-01-02,2,00:15,00:30,,,,-3.04,0,-3.04,-3.04,-1
2020-01-02,3,00:30,00:45,,,,23.78,0,23.78,23.78,-1
2020-01-02,4,00:45,01:00,,,,35.24,0,35.24,35.24,-1
2020-01-02,5,01:00,01:15,,,,25.01,0,25.01,25.01,-1
2020-01-02,6,01:15,01:30,,,,,0,31.82,31.82,0
2020-01-02,7,01:30,01:45,,,,,0,31.82,31.82,0
2020-01-02,8,01:45,02:00,,,,21.01,0,21.01,21.01,-1
2020-01-02,9,02:00,02:15,,,32.57,17.01,0,32.57,17.01,2
2020-01-02,10,02:15,02:30,,,33.39,,0,33.39,33.39,1
2020-01-02,11,02:30,02:45,,,29.01,22.06,0,29.01,22.06,2
2020-01-02,12,02:45,03:00,,,,15.72,0,15.72,15.72,-1
2020-01-02,13,03:00,03:15,,,,,0,28.57,28.57,0
2020-01-02,14,03:15,03:30,,,,25.01,0,25.01,25.01,-1
2020-01-02,15,03:30,03:45,,,,21.01,0,21.01,21.01,-1
2020-01-02,16,03:45,04:00,,,,21.01,0,21.01,21.01,-1
2020-01-02,17,04:00,04:15,,,28.76,21.01,0,28.76,28.76,1
2020-01-02,18,04:15,04:30,,,28.76,,0,28.76,28.76,1
2020-01-02,19,04:30,04:45,,,29.01,,0,29.01,29.01,1
2020-01-02,20,04:45,05:00,,,53.96,,0,53.96,53.96,1
2020-01-02,21,05:00,05:15,,,79.3,,0,79.3,79.3,1
2020-01-02,22,05:15,05:30,,,,,0,28.58,28.58,0
2020-01-02,23,05:30,05:45,,,29.5,,0,29.5,29.5,1
2020-01-02,24,05:45,06:00,,,53.12,,0,53.12,53.12,1
2020-01-02,25,06:00,06:15,,,60.03,,0,60.03,60.03,1
2020-01-02,26,06:15,06:30,,,41.4,,0,41.4,41.4,1
2020-01-02,27,06:30,06:45,,,142.12,,0,142.12,142.12,1
2020-01-02,28,06:45,07:00,,,350.12,,0,350.12,350.12,1
2020-01-02,29,07:00,07:15,,,350.12,-150.78,0,-150.78,-150.78,-1
2020-01-02,30,07:15,07:30,,,,-150.78,0,-150.78,-150.78,-1
2020-01-02,31,07:30,07:45,,,29.98,-150.78,0,29.98,29.98,1
2020-01-02,32,07:45,08:00,,,29.98,,0,29.98,29.98,1
2020-01-02,33,08:00,08:15,,,29.98,26.24,0,26.24,26.24,-1
2020-01-02,34,08:15,08:30,,,,26.75,0,26.75,26.75,-1
2020-01-02,35,08:30,08:45,,,29.23,,0,29.23,29.23,1
2020-01-02,36,08:45,09:00,,,29.9,,0,29.9,29.9,1
2020-01-02,37,09:00,09:15,,,33.68,,0,33.68,33.68,1
2020-01-02,38,09:15,09:30,,,44.12,,0,44.12,44.12,1
2020-01-02,39,09:30,09:45,,,30.9,,0,30.9,30.9,1
2020-01-02,40,09:45,10:00,,,108.12,,0,108.12,108.12,1
2020-01-02,41,10:00,10:15,,,332.12,,0,332.12,332.12,1
2020-01-02,42,10:15,10:30,,,44.12,,0,44.12,44.12,1
2020-01-02,43,10:30,10:45,,,30.31,,0,30.31,30.31,1
2020-01-02,44,10:45,11:00,,,34.31,,0,34.31,34.31,1
2020-01-02,45,11:00,11:15,,,332.12,,0,332.12,332.12,1
2020-01-02,46,11:15,11:30,,,30.55,,0,30.55,30.55,1
2020-01-02,47,11:30,11:45,,,38.91,,0,38.91,38.91,1
2020-01-02,48,11:45,12:00,,,39.16,,0,39.16,39.16,1
2020-01-02,49,12:00,12:15,,,332.12,,0,332.12,332.12,1
2020-01-02,50,12:15,12:30,,,36.25,,0,36.25,36.25,1
2020-01-02,51,12:30,12:45,,,30.88,,0,30.88,30.88,1
2020-01-02,52,12:45,13:00,,,34.55,,0,34.55,34.55,1
2020-01-02,53,13:00,13:15,,,38.97,,0,38.97,38.97,1
2020-01-02,54,13:15,13:30,,,39.46,,0,39.46,39.46,1
2020-01-02,55,13:30,13:45,,,35.05,,0,35.05,35.05,1
2020-01-02,56,13:45,14:00,,,34.56,,0,34.56,34.56,1
2020-01-02,57,14:00,14:15,,,44.12,,0,44.12,44.12,1
2020-01-02,58,14:15,14:30,,,37.98,,0,37.98,37.98,1
2020-01-02,59,14:30,14:45,,,35.66,,0,35.66,35.66,1
2020-01-02,60,14:45,15:00,,,31.16,,0,31.16,31.16,1
2020-01-02,61,15:00,15:15,,,29.23,,0,29.23,29.23,1
2020-01-02,62,15:15,15:30,,,,,0,35.52,35.52,0
2020-01-02,63,15:30,15:45,,,,25.98,0,25.98,25.98,-1
2020-01-02,64,15:45,16:00,,,,41.76,0,41.76,41.76,-1
2020-01-02,65,16:00,16:15,,,,26.92,0,26.92,26.92,-1
2020-01-02,66,16:15,16:30,,,,,0,35.4,35.4,0
2020-01-02,67,16:30,16:45,,,38.57,,0,38.57,38.57,1
2020-01-02,68,16:45,17:00,,,119.12,,0,119.12,119.12,1
2020-01-02,69,17:00,17:15,,,450.0,34.07,0,450.0,32.89,2
2020-01-02,70,17:15,17:30,,,450.0,34.07,0,34.07,34.07,-1
2020-01-02,71,17:30,17:45,,,,41.58,0,41.58,41.58,-1
2020-01-02,72,17:45,18:00,,,29.28,,0,29.28,29.28,1
2020-01-02,73,18:00,18:15,,,33.76,,0,33.76,33.76,1
2020-01-02,74,18:15,18:30,,,29.28,,0,29.28,29.28,1
2020-01-02,75,18:30,18:45,,,,11.67,0,11.67,11.67,-1
2020-01-02,76,18:45,19:00,,,,23.78,0,23.78,23.78,-1
2020-01-02,77,19:00,19:15,,,314.12,23.78,0,314.12,314.12,1
2020-01-02,78,19:15,19:30,,,37.98,22.68,0,37.98,22.68,2
2020-01-02,79,19:30,19:45,,,,-8.59,0,-8.59,-8.59,-1
2020-01-02,80,19:45,20:00,,,,10.1,0,10.1,10.1,-1
2020-01-02,81,20:00,20:15,,,105.12,22.44,0,105.12,22.44,2
2020-01-02,82,20:15,20:30,,,29.98,25.98,0,29.98,25.98,2
2020-01-02,83,20:30,20:45,,,,25.95,0,25.95,25.95,-1
2020-01-02,84,20:45,21:00,,,,-8.46,0,-8.46,-8.46,-1
2020-01-02,85,21:00,21:15,,,30.47,9.78,0,30.47,30.47,1
2020-01-02,86,21:15,21:30,,,31.03,-66.44,0,31.03,-66.44,2
2020-01-02,87,21:30,21:45,,,,-122.27,0,-122.27,-122.27,-1
2020-01-02,88,21:45,22:00,,,,-80.35,0,-80.35,-80.35,-1
2020-01-02,89,22:00,22:15,,,251.72,4.78,0,251.72,4.78,2
2020-01-02,90,22:15,22:30,,,34.55,13.95,0,34.55,13.95,2
2020-01-02,91,22:30,22:45,,,,27.91,0,27.91,27.91,-1
2020-01-02,92,22:45,23:00,,,,21.98,0,21.98,21.98,-1
2020-01-02,93,23:00,23:15,,,32.93,25.98,0,32.93,25.98,2
2020-01-02,94,23:15,23:30,,,28.77,29.15,0,29.15,29.15,-1
2020-01-02,95,23:30,23:45,,,,-0.78,0,-0.78,-0.78,-1
2020-01-02,96,23:45,00:00,,,,-15.78,0,-15.78,-15.78,-1
2020-01-03,1,00:00,00:15,,,29.37,-18.03,0,29.37,29.37,1
2020-01-03,2,00:15,00:30,,,29.37,12.39,0,12.39,12.39,-1
2020-01-03,3,00:30,00:45,,,,19.54,0,19.54,19.54,-1
2020-01-03,4,00:45,01:00,,,,2.03,0,2.03,2.03,-1
2020-01-03,5,01:00,01:15,,,28.62,2.03,0,28.62,28.62,1
2020-01-03,6,01:15,01:30,,,28.68,,0,28.68,28.68,1
2020-01-03,7,01:30,01:45,,,30.36,,0,30.36,30.36,1
2020-01-03,8,01:45,02:00,,,,,0,27.96,27.96,0
2020-01-03,9,02:00,02:15,,,28.65,24.75,0,28.65,28.65,1
2020-01-03,10,02:15,02:30,,,28.75,20.75,0,20.75,20.75,-1
2020-01-03,11,02:30,02:45,,,,17.9,0,17.9,17.9,-1
2020-01-03,12,02:45,03:00,,,,-7.03,0,-7.03,-7.03,-1
2020-01-03,13,03:00,03:15,,,30.19,-13.26,0,30.19,-13.26,2
2020-01-03,14,03:15,03:30,,,30.32,17.73,0,30.32,17.73,2
2020-01-03,15,03:30,03:45,,,,10.03,0,10.03,10.03,-1
2020-01-03,16,03:45,04:00,,,,10.03,0,10.03,10.03,-1
2020-01-03,17,04:00,04:15,,,,24.75,0,24.75,24.75,-1
2020-01-03,18,04:15,04:30,,,28.73,,0,28.73,28.73,1
2020-01-03,19,04:30,04:45,,,,24.75,0,24.75,24.75,-1
2020-01-03,20,04:45,05:00,,,,17.07,0,17.07,17.07,-1
2020-01-03,21,05:00,05:15,,,,-22.81,0,-22.81,-22.81,-1
2020-01-03,22,05:15,05:30,,,,19.49,0,19.49,19.49,-1
2020-01-03,23,05:30,05:45,,,,,0,27.94,27.94,0
2020-01-03,24,05:45,06:00,,,,23.87,0,23.87,23.87,-1
2020-01-03,25,06:00,06:15,,,,23.46,0,23.46,23.46,-1
2020-01-03,26,06:15,06:30,,,,-21.39,0,-21.39,-21.39,-1
2020-01-03,27,06:30,06:45,,,,25.18,0,25.18,25.18,-1
2020-01-03,28,06:45,07:00,,,,25.18,0,25.18,25.18,-1
2020-01-03,29,07:00,07:15,,,,-140.22,0,-140.22,-140.22,-1
2020-01-03,30,07:15,07:30,,,,6.17,0,6.17,6.17,-1
2020-01-03,31,07:30,07:45,,,,-140.22,0,-140.22,-140.22,-1
2020-01-03,32,07:45,08:00,,,28.62,0.91,0,28.62,0.91,2
2020-01-03,33,08:00,08:15,,,,-129.46,0,-129.46,-129.46,-1
2020-01-03,34,08:15,08:30,,,,14.68,0,14.68,14.68,-1
2020-01-03,35,08:30,08:45,,,28.97,17.18,0,28.97,17.18,2
2020-01-03,36,08:45,09:00,,,,1.48,0,1.48,1.48,-1
2020-01-03,37,09:00,09:15,,,,15.3,0,15.3,15.3,-1
2020-01-03,38,09:15,09:30,,,,25.03,0,25.03,25.03,-1
2020-01-03,39,09:30,09:45,,,,26.7,0,26.7,26.7,-1
2020-01-03,40,09:45,10:00,,,,21.66,0,21.66,21.66,-1
2020-01-03,41,10:00,10:15,,,,18.59,0,18.59,18.59,-1
2020-01-03,42,10:15,10:30,,,,-2.92,0,-2.92,-2.92,-1
2020-01-03,43,10:30,10:45,,,30.17,-20.87,0,34.14,-20.87,2
2020-01-03,44,10:45,11:00,,,30.17,8.22,0,8.22,8.22,-1
2020-01-03,45,11:00,11:15,,,,-13.73,0,-13.73,-13.73,-1
2020-01-03,46,11:15,11:30,,,,8.22,0,8.22,8.22,-1
2020-01-03,47,11:30,11:45,,,,25.0,0,25.0,25.0,-1
2020-01-03,48,11:45,12:00,,,,22.45,0,22.45,22.45,-1
2020-01-03,49,12:00,12:15,,,33.71,25.03,0,33.71,25.03,2
2020-01-03,50,12:15,12:30,,,,13.32,0,13.32,13.32,-1
2020-01-03,51,12:30,12:45,,,,25.18,0,25.18,25.18,-1
2020-01-03,52,12:45,13:00,,,29.18,-24.02,0,29.18,-24.02,2
2020-01-03,53,13:00,13:15,,,29.18,2.03,0,29.18,2.03,2
2020-01-03,54,13:15,13:30,,,,4.03,0,4.03,4.03,-1
2020-01-03,55,13:30,13:45,,,,18.59,0,18.59,18.59,-1
2020-01-03,56,13:45,14:00,,,,17.18,0,17.18,17.18,-1
2020-01-03,57,14:00,14:15,,,,,0,28.99,28.99,0
2020-01-03,58,14:15,14:30,,,,,0,29.0,29.0,0
2020-01-03,59,14:30,14:45,,,,27.69,0,27.69,27.69,-1
2020-01-03,60,14:45,15:00,,,,19.27,0,19.27,19.27,-1
2020-01-03,61,15:00,15:15,,,,-49.09,0,-49.09,-49.09,-1
2020-01-03,62,15:15,15:30,,,,-67.09,0,-67.09,-67.09,-1
2020-01-03,63,15:30,15:45,,,,-12.03,0,-12.03,-12.03,-1
2020-01-03,64,15:45,16:00,,,,24.28,0,24.28,24.28,-1
2020-01-03,65,16:00,16:15,,,,21.91,0,21.91,21.91,-1
2020-01-03,66,16:15,16:30,,,37.18,21.18,0,37.18,21.18,2
2020-01-03,67,16:30,16:45,,,48.97,21.18,0,48.97,48.97,1
2020-01-03,68,16:45,17:00,,,97.02,,0,97.02,97.02,1
2020-01-03,69,17:00,17:15,,,42.12,27.69,0,27.69,27.69,-1
2020-01-03,70,17:15,17:30,,,42.12,27.69,0,27.69,27.69,-1
2020-01-03,71,17:30,17:45,,,,26.97,0,26.97,26.97,-1
2020-01-03,72,17:45,18:00,,,,,0,37.25,37.25,0
2020-01-03,73,18:00,18:15,,,29.69,23.37,0,36.74,23.37,2
2020-01-03,74,18:15,18:30,,,,16.81,0,16.81,16.81,-1
2020-01-03,75,18:30,18:45,,,,21.18,0,21.18,21.18,-1
2020-01-03,76,18:45,19:00,,,,,0,36.8,36.8,0
2020-01-03,77,19:00,19:15,,,,10.68,0,10.68,10.68,-1
2020-01-03,78,19:15,19:30,,,,5.13,0,5.13,5.13,-1
2020-01-03,79,19:30,19:45,,,,-52.18,0,-52.18,-52.18,-1
2020-01-03,80,19:45,20:00,,,,-52.18,0,-52.18,-52.18,-1
2020-01-03,81,20:00,20:15,,,49.4,28.44,0,49.4,28.44,2
2020-01-03,82,20:15,20:30,,,,23.94,0,23.94,23.94,-1
2020-01-03,83,20:30,20:45,,,,21.18,0,21.18,21.18,-1
2020-01-03,84,20:45,21:00,,,,-24.28,0,-24.28,-24.28,-1
2020-01-03,85,21:00,21:15,,,37.18,27.45,0,37.18,27.45,2
2020-01-03,86,21:15,21:30,,,37.18,25.86,0,25.86,25.86,-1
2020-01-03,87,21:30,21:45,,,,24.94,0,24.94,24.94,-1
2020-01-03,88,21:45,22:00,,,,-52.45,0,-52.45,-52.45,-1
2020-01-03,89,22:00,22:15,,,30.98,23.03,0,30.98,23.03,2
2020-01-03,90,22:15,22:30,,,,19.16,0,19.16,19.16,-1
2020-01-03,91,22:30,22:45,,,,17.18,0,17.18,17.18,-1
2020-01-03,92,22:45,23:00,,,,5.13,0,5.13,5.13,-1
2020-01-03,93,23:00,23:15,,,251.62,5.13,0,251.62,251.62,1
2020-01-03,94,23:15,23:30,,,30.28,22.03,0,30.28,22.03,2
2020-01-03,95,23:30,23:45,,,,21.73,0,21.73,21.73,-1
2020-01-03,96,23:45,00:00,,,,18.78,0,18.78,18.78,-1
2020-01-04,1,00:00,00:15,,,169.12,-137.01,0,169.12,-137.01,2
2020-01-04,2,00:15,00:30,,,223.12,24.99,0,223.12,24.99,2
2020-01-04,3,00:30,00:45,,,28.81,16.99,0,28.81,16.99,2
2020-01-04,4,00:45,01:00,,,,-11.73,0,-11.73,-11.73,-1
2020-01-04,5,01:00,01:15,,,187.12,-54.77,0,187.12,187.12,1
2020-01-04,6,01:15,01:30,,,224.12,-30.98,0,224.12,-30.98,2
2020-01-04,7,01:30,01:45,,,,-139.63,0,-139.63,-139.63,-1
2020-01-04,8,01:45,02:00,,,,-102.72,0,-102.72,-102.72,-1
2020-01-04,9,02:00,02:15,,,,-16.78,0,-16.78,-16.78,-1
2020-01-04,10,02:15,02:30,,,,-26.78,0,-26.78,-26.78,-1
2020-01-04,11,02:30,02:45,,,,5.69,0,5.69,5.69,-1
2020-01-04,12,02:45,03:00,,,,-1.51,0,-1.51,-1.51,-1
2020-01-04,13,03:00,03:15,,,37.45,20.78,0,37.45,37.45,1
2020-01-04,14,03:15,03:30,,,56.84,9.92,0,56.84,9.92,2
2020-01-04,15,03:30,03:45,,,56.84,10.96,0,10.96,10.96,-1
2020-01-04,16,03:45,04:00,,,,15.27,0,15.27,15.27,-1
2020-01-04,17,04:00,04:15,,,,-20.84,0,-20.84,-20.84,-1
2020-01-04,18,04:15,04:30,,,,,0,28.35,28.35,0
2020-01-04,19,04:30,04:45,,,,,0,28.35,28.35,0
2020-01-04,20,04:45,05:00,,,,26.95,0,26.95,26.95,-1
2020-01-04,21,05:00,05:15,,,,17.37,0,17.37,17.37,-1
2020-01-04,22,05:15,05:30,,,,8.62,0,8.62,8.62,-1
2020-01-04,23,05:30,05:45,,,,20.78,0,20.78,20.78,-1
2020-01-04,24,05:45,06:00,,,,24.99,0,24.99,24.99,-1
2020-01-04,25,06:00,06:15,,,29.07,26.93,0,29.07,26.93,2
2020-01-04,26,06:15,06:30,,,,,0,28.61,28.61,0
2020-01-04,27,06:30,06:45,,,,,0,28.44,28.44,0
2020-01-04,28,06:45,07:00,,,,,0,28.43,28.43,0
2020-01-04,29,07:00,07:15,,,29.07,-9.83,0,29.07,-9.83,2
2020-01-04,30,07:15,07:30,,,,-9.83,0,-9.83,-9.83,-1
2020-01-04,31,07:30,07:45,,,,24.93,0,24.93,24.93,-1
2020-01-04,32,07:45,08:00,,,,22.98,0,22.98,22.98,-1
2020-01-04,33,08:00,08:15,,,,-30.6,0,-30.6,-30.6,-1
2020-01-04,34,08:15,08:30,,,28.76,21.58,0,28.76,21.58,2
2020-01-04,35,08:30,08:45,,,,25.42,0,25.42,25.42,-1
2020-01-04,36,08:45,09:00,,,,23.34,0,23.34,23.34,-1
2020-01-04,37,09:00,09:15,,,,-73.24,0,-73.24,-73.24,-1
2020-01-04,38,09:15,09:30,,,,24.76,0,24.76,24.76,-1
2020-01-04,39,09:30,09:45,,,,26.17,0,26.17,26.17,-1
2020-01-04,40,09:45,10:00,,,,4.5,0,4.5,4.5,-1
2020-01-04,41,10:00,10:15,,,105.12,-73.24,0,105.12,-73.24,2
2020-01-04,42,10:15,10:30,,,36.76,26.41,0,36.76,26.41,2
2020-01-04,43,10:30,10:45,,,,26.56,0,26.56,26.56,-1
2020-01-04,44,10:45,11:00,,,,26.39,0,26.39,26.39,-1
2020-01-04,45,11:00,11:15,,,28.72,24.76,0,28.72,24.76,2
2020-01-04,46,11:15,11:30,,,,25.78,0,25.78,25.78,-1
2020-01-04,47,11:30,11:45,,,,17.41,0,17.41,17.41,-1
2020-01-04,48,11:45,12:00,,,,20.76,0,20.76,20.76,-1
2020-01-04,49,12:00,12:15,,,32.76,22.44,0,32.76,22.44,2
2020-01-04,50,12:15,12:30,,,28.71,22.45,0,22.45,22.45,-1
2020-01-04,51,12:30,12:45,,,,20.7,0,20.7,20.7,-1
2020-01-04,52,12:45,13:00,,,,23.2,0,23.2,23.2,-1
2020-01-04,53,13:00,13:15,,,,28.13,0,28.13,28.13,-1
2020-01-04,54,13:15,13:30,,,,23.05,0,23.05,23.05,-1
2020-01-04,55,13:30,13:45,,,,25.78,0,25.78,25.78,-1
2020-01-04,56,13:45,14:00,,,56.16,,0,56.16,56.16,1
2020-01-04,57,14:00,14:15,,,28.96,24.95,0,28.96,24.95,2
2020-01-04,58,14:15,14:30,,,36.76,,0,36.76,36.76,1
2020-01-04,59,14:30,14:45,,,37.44,,0,37.44,37.44,1
2020-01-04,60,14:45,15:00,,,36.76,,0,36.76,36.76,1
2020-01-04,61,15:00,15:15,,,32.76,-115.1,0,32.76,-115.1,2
2020-01-04,62,15:15,15:30,,,,1.78,0,1.78,1.78,-1
2020-01-04,63,15:30,15:45,,,,-9.65,0,-9.65,-9.65,-1
2020-01-04,64,15:45,16:00,,,,11.32,0,11.32,11.32,-1
2020-01-04,65,16:00,16:15,,,,-135.5,0,-135.5,-135.5,-1
2020-01-04,66,16:15,16:30,,,,8.78,0,8.78,8.78,-1
2020-01-04,67,16:30,16:45,,,,14.47,0,14.47,14.47,-1
2020-01-04,68,16:45,17:00,,,251.59,26.78,0,251.59,26.78,2
2020-01-04,69,17:00,17:15,,,28.76,-53.84,0,28.76,-53.84,2
2020-01-04,70,17:15,17:30,,,34.55,24.02,0,34.55,24.02,2
2020-01-04,71,17:30,17:45,,,29.67,,0,29.67,29.67,1
2020-01-04,72,17:45,18:00,,,31.16,,0,31.16,31.16,1
2020-01-04,73,18:00,18:15,,,34.61,28.31,0,34.61,28.31,2
2020-01-04,74,18:15,18:30,,,34.61,26.66,0,26.66,26.66,-1
2020-01-04,75,18:30,18:45,,,31.25,28.31,0,31.25,28.31,2
2020-01-04,76,18:45,19:00,,,32.76,,0,32.76,32.76,1
2020-01-04,77,19:00,19:15,,,187.12,,0,187.12,187.12,1
2020-01-04,78,19:15,19:30,,,76.12,,0,76.12,76.12,1
2020-01-04,79,19:30,19:45,,,28.76,,0,28.76,28.76,1
2020-01-04,80,19:45,20:00,,,28.76,,0,28.76,28.76,1
2020-01-04,81,20:00,20:15,,,251.59,,0,251.59,251.59,1
2020-01-04,82,20:15,20:30,,,128.12,,0,128.12,128.12,1
2020-01-04,83,20:30,20:45,,,128.12,28.28,0,28.28,28.28,-1
2020-01-04,84,20:45,21:00,,,,23.02,0,23.02,23.02,-1
2020-01-04,85,21:00,21:15,,,44.02,16.76,0,44.02,16.76,2
2020-01-04,86,21:15,21:30,,,84.12,28.31,0,84.12,28.31,2
2020-01-04,87,21:30,21:45,,,,28.31,0,28.31,28.31,-1
2020-01-04,88,21:45,22:00,,,,26.63,0,26.63,26.63,-1
2020-01-04,89,22:00,22:15,,,267.12,22.78,0,267.12,22.78,2
2020-01-04,90,22:15,22:30,,,34.12,,0,34.12,34.12,1
2020-01-04,91,22:30,22:45,,,30.78,,0,30.78,30.78,1
