Date,PTE,period_from,period_until,upward_incident_reserve,downward_incident_reserve,To regulate up,To regulate down,Incentive component,Consume,Feed,Regulation state
2020-01-10,37,09:00,09:15,,,37.62,,0,37.62,37.62,1
2020-01-10,38,09:15,09:30,,,37.62,,0,37.62,37.62,1
2020-01-10,39,09:30,09:45,,,37.62,,0,37.62,37.62,1
2020-01-10,40,09:45,10:00,,,28.71,44.72,0,44.72,44.72,-1
2020-01-10,41,10:00,10:15,,,350.12,25.71,0,350.12,25.71,2
2020-01-10,42,10:15,10:30,,,350.12,20.23,0,20.23,20.23,-1
2020-01-10,43,10:30,10:45,,,350.12,16.53,0,16.53,16.53,-1
2020-01-10,44,10:45,11:00,,,,,0,35.72,35.72,0
2020-01-10,45,11:00,11:15,,,,,0,27.05,27.05,0
2020-01-10,46,11:15,11:30,,,,24.23,0,24.23,24.23,-1
2020-01-10,47,11:30,11:45,,,,20.99,0,20.99,20.99,-1
2020-01-10,48,11:45,12:00,,,,20.23,0,20.23,20.23,-1
2020-01-10,49,12:00,12:15,,,249.32,15.02,0,249.32,15.02,2
2020-01-10,50,12:15,12:30,,,350.12,15.02,0,350.12,350.12,1
2020-01-10,51,12:30,12:45,,,29.18,28.53,0,29.18,27.63,2
2020-01-10,52,12:45,13:00,,,37.62,,0,37.62,37.62,1
2020-01-10,53,13:00,13:15,,,58.43,,0,58.43,58.43,1
2020-01-10,54,13:15,13:30,,,350.12,,0,350.12,350.12,1
2020-01-10,55,13:30,13:45,,,37.62,,0,37.62,37.62,1
2020-01-10,56,13:45,14:00,,,51.23,,0,51.23,51.23,1
2020-01-10,57,14:00,14:15,,,32.46,,0,32.46,32.46,1
2020-01-10,58,14:15,14:30,,,32.46,,0,32.46,32.46,1
2020-01-10,59,14:30,14:45,,,32.46,,0,32.46,32.46,1
2020-01-10,60,14:45,15:00,,,249.32,,0,249.32,249.32,1
2020-01-10,61,15:00,15:15,,,249.32,7.72,0,7.72,7.72,-1
2020-01-10,62,15:15,15:30,,,,24.85,0,24.85,24.85,-1
2020-01-10,63,15:30,15:45,,,,,0,27.61,27.61,0
2020-01-10,64,15:45,16:00,,,,26.84,0,26.84,26.84,-1
2020-01-10,65,16:00,16:15,,,,-53.52,0,-53.52,-53.52,-1
2020-01-10,66,16:15,16:30,,,,20.67,0,20.67,20.67,-1
2020-01-10,67,16:30,16:45,,,,24.23,0,24.23,24.23,-1
2020-01-10,68,16:45,17:00,,,,,0,27.47,27.47,0
2020-01-10,69,17:00,17:15,,,,1.37,0,1.37,1.37,-1
2020-01-10,70,17:15,17:30,,,32.46,1.37,0,32.46,32.46,1
2020-01-10,71,17:30,17:45,,,30.0,,0,30.0,30.0,1
2020-01-10,72,17:45,18:00,,,28.23,,0,28.23,28.23,1
2020-01-10,73,18:00,18:15,,,350.12,,0,350.12,350.12,1
2020-01-10,74,18:15,18:30,,,31.17,43.64,0,43.64,43.64,-1
2020-01-10,75,18:30,18:45,,,,24.23,0,24.23,24.23,-1
2020-01-10,76,18:45,19:00,,,,,0,38.2,38.2,0
2020-01-10,77,19:00,19:15,,,,27.75,0,27.75,27.75,-1
2020-01-10,78,19:15,19:30,,,,26.93,0,26.93,26.93,-1
2020-01-10,79,19:30,19:45,,,,24.95,0,24.95,24.95,-1
2020-01-10,80,19:45,20:00,,,,20.67,0,20.67,20.67,-1
2020-01-10,81,20:00,20:15,,,51.23,24.23,0,51.23,24.23,2
2020-01-10,82,20:15,20:30,,,28.23,20.23,0,20.23,20.23,-1
2020-01-10,83,20:30,20:45,,,,16.53,0,16.53,16.53,-1
2020-01-10,84,20:45,21:00,,,,7.85,0,7.85,7.85,-1
2020-01-10,85,21:00,21:15,,,249.32,7.85,0,249.32,249.32,1
2020-01-10,86,21:15,21:30,,,28.23,,0,28.23,28.23,1
2020-01-10,87,21:30,21:45,,,28.23,23.26,0,23.26,23.26,-1
2020-01-10,88,21:45,22:00,,,,24.23,0,24.23,24.23,-1
2020-01-10,89,22:00,22:15,,,37.62,24.23,0,37.62,37.62,1
2020-01-10,90,22:15,22:30,,,,,0,28.14,28.14,0
2020-01-10,91,22:30,22:45,,,27.54,,0,27.54,27.54,1
2020-01-10,92,22:45,23:00,,,,,0,28.12,28.12,0
2020-01-10,93,23:00,23:15,,,350.12,,0,350.12,350.12,1
2020-01-10,94,23:15,23:30,,,51.23,24.72,0,24.72,24.72,-1
2020-01-10,95,23:30,23:45,,,51.23,24.5,0,24.5,24.5,-1
2020-01-10,96,23:45,00:00,,,,-19.53,0,-19.53,-19.53,-1
2020-01-11,1,00:00,00:15,,,63.12,-100.0,0,63.12,63.12,1
2020-01-11,2,00:15,00:30,,,67.35,,0,67.35,67.35,1
2020-01-11,3,00:30,00:45,,,,28.55,0,28.55,28.55,-1
2020-01-11,4,00:45,01:00,,,,20.23,0,20.23,20.23,-1
2020-01-11,5,01:00,01:15,,,27.45,0.48,0,27.45,0.48,2
2020-01-11,6,01:15,01:30,,,28.23,0.48,0,28.23,28.23,1
2020-01-11,7,01:30,01:45,,,,27.31,0,27.31,27.31,-1
2020-01-11,8,01:45,02:00,,,,22.19,0,22.19,22.19,-1
2020-01-11,9,02:00,02:15,,,,,0,27.34,27.34,0
2020-01-11,10,02:15,02:30,,,,20.23,0,20.23,20.23,-1
2020-01-11,11,02:30,02:45,,,,20.23,0,20.23,20.23,-1
2020-01-11,12,02:45,03:00,,,,16.23,0,16.23,16.23,-1
2020-01-11,13,03:00,03:15,,,,21.03,0,21.03,21.03,-1
2020-01-11,14,03:15,03:30,,,,9.41,0,9.41,9.41,-1
2020-01-11,15,03:30,03:45,,,,14.03,0,14.03,14.03,-1
2020-01-11,16,03:45,04:00,,,,16.23,0,16.23,16.23,-1
2020-01-11,17,04:00,04:15,,,29.15,24.67,0,29.15,24.67,2
2020-01-11,18,04:15,04:30,,,,24.23,0,24.23,24.23,-1
2020-01-11,19,04:30,04:45,,,,25.32,0,25.32,25.32,-1
2020-01-11,20,04:45,05:00,,,,24.59,0,24.59,24.59,-1
2020-01-11,21,05:00,05:15,,,,26.05,0,26.05,26.05,-1
2020-01-11,22,05:15,05:30,,,,24.55,0,24.55,24.55,-1
2020-01-11,23,05:30,05:45,,,,26.05,0,26.05,26.05,-1
2020-01-11,24,05:45,06:00,,,,24.23,0,24.23,24.23,-1
2020-01-11,25,06:00,06:15,,,,17.53,0,17.53,17.53,-1
2020-01-11,26,06:15,06:30,,,,24.31,0,24.31,24.31,-1
2020-01-11,27,06:30,06:45,,,,,0,13.59,13.59,0
2020-01-11,28,06:45,07:00,,,28.31,,0,28.31,28.31,1
2020-01-11,29,07:00,07:15,,,32.81,24.31,0,32.81,24.31,2
2020-01-11,30,07:15,07:30,,,,20.31,0,20.31,20.31,-1
2020-01-11,31,07:30,07:45,,,,,0,27.35,27.35,0
2020-01-11,32,07:45,08:00,,,,,0,27.74,27.74,0
2020-01-11,33,08:00,08:15,,,28.31,20.31,0,28.31,20.31,2
2020-01-11,34,08:15,08:30,,,,24.56,0,24.56,24.56,-1
2020-01-11,35,08:30,08:45,,,,,0,28.16,28.16,0
2020-01-11,36,08:45,09:00,,,,,0,28.17,28.17,0
2020-01-11,37,09:00,09:15,,,,,0,28.17,28.17,0
2020-01-11,38,09:15,09:30,,,36.47,,0,36.47,36.47,1
2020-01-11,39,09:30,09:45,,,40.63,,0,40.63,40.63,1
2020-01-11,40,09:45,10:00,,,101.31,,0,101.31,101.31,1
2020-01-11,41,10:00,10:15,,,249.25,,0,249.25,249.25,1
2020-01-11,42,10:15,10:30,,,28.31,,0,28.31,28.31,1
2020-01-11,43,10:30,10:45,,,27.93,,0,27.93,27.93,1
2020-01-11,44,10:45,11:00,,,,,0,28.15,28.15,0
2020-01-11,45,11:00,11:15,,,28.31,,0,28.31,28.31,1
2020-01-11,46,11:15,11:30,,,29.47,,0,29.47,29.47,1
2020-01-11,47,11:30,11:45,,,,,0,27.94,27.94,0
2020-01-11,48,11:45,12:00,,,,26.15,0,26.15,26.15,-1
2020-01-11,49,12:00,12:15,,,,22.67,0,22.67,22.67,-1
2020-01-11,50,12:15,12:30,,,,26.42,0,26.42,26.42,-1
2020-01-11,51,12:30,12:45,,,,20.31,0,20.31,20.31,-1
2020-01-11,52,12:45,13:00,,,,-3.79,0,-3.79,-3.79,-1
2020-01-11,53,13:00,13:15,,,28.31,-3.79,0,28.31,28.31,1
2020-01-11,54,13:15,13:30,,,27.46,,0,27.46,27.46,1
2020-01-11,55,13:30,13:45,,,29.09,,0,29.09,29.09,1
2020-01-11,56,13:45,14:00,,,36.47,,0,36.47,36.47,1
2020-01-11,57,14:00,14:15,,,35.07,,0,35.07,35.07,1
2020-01-11,58,14:15,14:30,,,32.93,,0,32.93,32.93,1
2020-01-11,59,14:30,14:45,,,65.84,,0,65.84,65.84,1
2020-01-11,60,14:45,15:00,,,44.02,,0,44.02,44.02,1
2020-01-11,61,15:00,15:15,,,32.31,21.56,0,21.56,21.56,-1
2020-01-11,62,15:15,15:30,,,,,0,27.65,27.65,0
2020-01-11,63,15:30,15:45,,,,,0,27.72,27.72,0
2020-01-11,64,15:45,16:00,,,,25.08,0,25.08,25.08,-1
2020-01-11,65,16:00,16:15,,,,25.1,0,25.1,25.1,-1
2020-01-11,66,16:15,16:30,,,,26.02,0,26.02,26.02,-1
2020-01-11,67,16:30,16:45,,,,24.86,0,24.86,24.86,-1
2020-01-11,68,16:45,17:00,,,29.3,24.86,0,29.3,29.3,1
2020-01-11,69,17:00,17:15,,,32.31,,0,32.31,32.31,1
2020-01-11,70,17:15,17:30,,,,,0,28.17,28.17,0
2020-01-11,71,17:30,17:45,,,,,0,28.1,28.1,0
2020-01-11,72,17:45,18:00,,,32.31,27.17,0,32.31,27.17,2
2020-01-11,73,18:00,18:15,,,36.47,,0,36.47,36.47,1
2020-01-11,74,18:15,18:30,,,28.31,,0,28.31,28.31,1
2020-01-11,75,18:30,18:45,,,28.31,22.67,0,22.67,22.67,-1
2020-01-11,76,18:45,19:00,,,,20.31,0,20.31,20.31,-1
2020-01-11,77,19:00,19:15,,,28.31,25.76,0,28.31,25.76,2
2020-01-11,78,19:15,19:30,,,,20.31,0,20.31,20.31,-1
2020-01-11,79,19:30,19:45,,,,24.31,0,24.31,24.31,-1
2020-01-11,80,19:45,20:00,,,,22.67,0,22.67,22.67,-1
2020-01-11,81,20:00,20:15,,,,19.85,0,19.85,19.85,-1
2020-01-11,82,20:15,20:30,,,,24.82,0,24.82,24.82,-1
2020-01-11,83,20:30,20:45,,,,20.31,0,20.31,20.31,-1
2020-01-11,84,20:45,21:00,,,,19.23,0,19.23,19.23,-1
2020-01-11,85,21:00,21:15,,,,24.31,0,24.31,24.31,-1
2020-01-11,86,21:15,21:30,,,,24.31,0,24.31,24.31,-1
2020-01-11,87,21:30,21:45,,,,20.31,0,20.31,20.31,-1
2020-01-11,88,21:45,22:00,,,,-65.99,0,-65.99,-65.99,-1
2020-01-11,89,22:00,22:15,,,29.09,-65.99,0,29.09,29.09,1
2020-01-11,90,22:15,22:30,,,29.09,24.31,0,24.31,24.31,-1
2020-01-11,91,22:30,22:45,,,,24.31,0,24.31,24.31,-1
2020-01-11,92,22:45,23:00,,,,,0,12.16,12.16,0
2020-01-11,93,23:00,23:15,,,28.31,,0,28.31,28.31,1
2020-01-11,94,23:15,23:30,,,28.31,,0,28.31,28.31,1
2020-01-11,95,23:30,23:45,,,27.45,26.73,0,27.45,26.73,2
2020-01-11,96,23:45,00:00,,,,20.31,0,20.31,20.31,-1
2020-01-12,1,00:00,00:15,,,32.31,16.31,0,32.31,16.31,2
2020-01-12,2,00:15,00:30,,,36.48,16.31,0,36.48,36.48,1
2020-01-12,3,00:30,00:45,,,27.45,,0,27.45,27.45,1
2020-01-12,4,00:45,01:00,,,27.45,24.93,0,24.93,24.93,-1
2020-01-12,5,01:00,01:15,,,,,0,25.83,25.83,0
2020-01-12,6,01:15,01:30,,,28.31,,0,28.31,28.31,1
2020-01-12,7,01:30,01:45,,,36.48,,0,36.48,36.48,1
2020-01-12,8,01:45,02:00,,,29.46,,0,29.46,29.46,1
2020-01-12,9,02:00,02:15,,,38.66,,0,38.66,38.66,1
2020-01-12,10,02:15,02:30,,,55.16,,0,55.16,55.16,1
2020-01-12,11,02:30,02:45,,,28.31,18.75,0,28.31,18.75,2
2020-01-12,12,02:45,03:00,,,32.67,,0,32.67,32.67,1
2020-01-12,13,03:00,03:15,,,28.31,,0,28.31,28.31,1
2020-01-12,14,03:15,03:30,,,29.05,24.31,0,24.31,24.31,-1
2020-01-12,15,03:30,03:45,,,,20.31,0,20.31,20.31,-1
2020-01-12,16,03:45,04:00,,,28.31,20.31,0,28.31,28.31,1
2020-01-12,17,04:00,04:15,,,36.48,,0,36.48,36.48,1
2020-01-12,18,04:15,04:30,,,36.48,,0,36.48,36.48,1
2020-01-12,19,04:30,04:45,,,32.31,,0,32.31,32.31,1
2020-01-12,20,04:45,05:00,,,32.31,,0,32.31,32.31,1
2020-01-12,21,05:00,05:15,,,51.31,,0,51.31,51.31,1
2020-01-12,22,05:15,05:30,,,36.48,,0,36.48,36.48,1
2020-01-12,23,05:30,05:45,,,39.12,,0,39.12,39.12,1
2020-01-12,24,05:45,06:00,,,36.48,,0,36.48,36.48,1
2020-01-12,25,06:00,06:15,,,30.12,,0,30.12,30.12,1
2020-01-12,26,06:15,06:30,,,32.63,,0,32.63,32.63,1
2020-01-12,27,06:30,06:45,,,32.17,,0,32.17,32.17,1
2020-01-12,28,06:45,07:00,,,36.34,,0,36.34,36.34,1
2020-01-12,29,07:00,07:15,,,29.86,-17.89,0,29.86,-17.89,2
2020-01-12,30,07:15,07:30,,,,1.3,0,1.3,1.3,-1
2020-01-12,31,07:30,07:45,,,,20.17,0,20.17,20.17,-1
2020-01-12,32,07:45,08:00,,,28.17,,0,28.17,28.17,1
2020-01-12,33,08:00,08:15,,,,,0,26.17,26.17,0
2020-01-12,34,08:15,08:30,,,28.17,,0,28.17,28.17,1
2020-01-12,35,08:30,08:45,,,34.42,,0,34.42,34.42,1
2020-01-12,36,08:45,09:00,,,36.34,,0,36.34,36.34,1
2020-01-12,37,09:00,09:15,,,51.17,26.96,0,51.17,26.96,2
2020-01-12,38,09:15,09:30,,,51.17,24.71,0,24.71,24.71,-1
2020-01-12,39,09:30,09:45,,,28.17,26.96,0,28.17,26.96,2
2020-01-12,40,09:45,10:00,,,,22.18,0,22.18,22.18,-1
2020-01-12,41,10:00,10:15,,,,-5.54,0,-5.54,-5.54,-1
2020-01-12,42,10:15,10:30,,,,1.3,0,1.3,1.3,-1
2020-01-12,43,10:30,10:45,,,,-2.98,0,-2.98,-2.98,-1
2020-01-12,44,10:45,11:00,,,,22.46,0,22.46,22.46,-1
2020-01-12,45,11:00,11:15,,,70.23,24.17,0,70.23,70.23,1
2020-01-12,46,11:15,11:30,,,80.58,,0,80.58,80.58,1
2020-01-12,47,11:30,11:45,,,37.59,,0,37.59,37.59,1
2020-01-12,48,11:45,12:00,,,114.26,,0,114.26,114.26,1
2020-01-12,49,12:00,12:15,,,45.49,,0,45.49,45.49,1
2020-01-12,50,12:15,12:30,,,51.17,,0,51.17,51.17,1
2020-01-12,51,12:30,12:45,,,36.64,,0,36.64,36.64,1
2020-01-12,52,12:45,13:00,,,40.31,,0,40.31,40.31,1
2020-01-12,53,13:00,13:15,,,38.2,25.73,0,25.73,25.73,-1
2020-01-12,54,13:15,13:30,,,38.2,25.84,0,25.84,25.84,-1
2020-01-12,55,13:30,13:45,,,,27.22,0,27.22,27.22,-1
2020-01-12,56,13:45,14:00,,,,24.17,0,24.17,24.17,-1
2020-01-12,57,14:00,14:15,,,35.07,27.4,0,35.07,35.07,1
2020-01-12,58,14:15,14:30,,,32.17,,0,32.17,32.17,1
2020-01-12,59,14:30,14:45,,,32.17,27.4,0,27.4,27.4,-1
2020-01-12,60,14:45,15:00,,,28.17,27.4,0,28.17,28.17,1
2020-01-12,61,15:00,15:15,,,,,0,27.29,27.29,0
2020-01-12,62,15:15,15:30,,,27.52,,0,27.52,27.52,1
2020-01-12,63,15:30,15:45,,,27.47,,0,27.47,27.47,1
2020-01-12,64,15:45,16:00,,,36.34,,0,36.34,36.34,1
2020-01-12,65,16:00,16:15,,,32.17,,0,32.17,32.17,1
2020-01-12,66,16:15,16:30,,,,,0,27.76,27.76,0
2020-01-12,67,16:30,16:45,,,,22.6,0,22.6,22.6,-1
2020-01-12,68,16:45,17:00,,,,21.22,0,21.22,21.22,-1
2020-01-12,69,17:00,17:15,,,,2.05,0,2.05,2.05,-1
2020-01-12,70,17:15,17:30,,,27.82,-19.36,0,27.82,-19.36,2
2020-01-12,71,17:30,17:45,,,28.49,-19.36,0,28.49,28.49,1
2020-01-12,72,17:45,18:00,,,39.25,,0,39.25,39.25,1
2020-01-12,73,18:00,18:15,,,350.12,,0,350.12,350.12,1
2020-01-12,74,18:15,18:30,,,36.34,26.42,0,36.34,26.42,2
2020-01-12,75,18:30,18:45,,,,19.33,0,19.33,19.33,-1
2020-01-12,76,18:45,19:00,,,,16.17,0,16.17,16.17,-1
2020-01-12,77,19:00,19:15,,,,19.33,0,19.33,19.33,-1
2020-01-12,78,19:15,19:30,,,,24.92,0,24.92,24.92,-1
2020-01-12,79,19:30,19:45,,,,27.17,0,27.17,27.17,-1
2020-01-12,80,19:45,20:00,,,,27.06,0,27.06,27.06,-1
2020-01-12,81,20:00,20:15,,,,27.08,0,27.08,27.08,-1
2020-01-12,82,20:15,20:30,,,,27.11,0,27.11,27.11,-1
2020-01-12,83,20:30,20:45,,,,21.16,0,21.16,21.16,-1
2020-01-12,84,20:45,21:00,,,,17.34,0,17.34,17.34,-1
2020-01-12,85,21:00,21:15,,,,16.17,0,16.17,16.17,-1
2020-01-12,86,21:15,21:30,,,,24.17,0,24.17,24.17,-1
2020-01-12,87,21:30,21:45,,,,11.78,0,11.78,11.78,-1
2020-01-12,88,21:45,22:00,,,,-0.85,0,-0.85,-0.85,-1
2020-01-12,89,22:00,22:15,,,32.88,-11.41,0,32.88,-11.41,2
2020-01-12,90,22:15,22:30,,,28.05,16.17,0,28.05,16.17,2
2020-01-12,91,22:30,22:45,,,,24.17,0,24.17,24.17,-1
2020-01-12,92,22:45,23:00,,,,20.85,0,20.85,20.85,-1
2020-01-12,93,23:00,23:15,,,28.17,14.6,0,28.17,14.6,2
2020-01-12,94,23:15,23:30,,,28.17,20.17,0,20.17,20.17,-1
2020-01-12,95,23:30,23:45,,,,27.19,0,27.19,27.19,-1
2020-01-12,96,23:45,00:00,,,,-2.29,0,-2.29,-2.29,-1
2020-01-13,1,00:00,00:15,,,40.55,1.35,0,40.55,40.55,1
2020-01-13,2,00:15,00:30,,,44.81,,0,44.81,44.81,1
2020-01-13,3,00:30,00:45,,,28.17,,0,28.17,28.17,1
2020-01-13,4,00:45,01:00,,,28.17,,0,28.17,28.17,1
2020-01-13,5,01:00,01:15,,,31.85,24.17,0,31.85,24.17,2
2020-01-13,6,01:15,01:30,,,36.34,,0,36.34,36.34,1
2020-01-13,7,01:30,01:45,,,29.09,,0,29.09,29.09,1
2020-01-13,8,01:45,02:00,,,29.44,,0,29.44,29.44,1
2020-01-13,9,02:00,02:15,,,32.17,,0,32.17,32.17,1
2020-01-13,10,02:15,02:30,,,28.17,,0,28.17,28.17,1
2020-01-13,11,02:30,02:45,,,,,0,26.93,26.93,0
2020-01-13,12,02:45,03:00,,,,20.2,0,20.2,20.2,-1
2020-01-13,13,03:00,03:15,,,,20.2,0,20.2,20.2,-1
2020-01-13,14,03:15,03:30,,,,,0,27.32,27.32,0
2020-01-13,15,03:30,03:45,,,,25.71,0,25.71,25.71,-1
2020-01-13,16,03:45,04:00,,,,24.17,0,24.17,24.17,-1
2020-01-13,17,04:00,04:15,,,,23.99,0,23.99,23.99,-1
2020-01-13,18,04:15,04:30,,,,21.74,0,21.74,21.74,-1
2020-01-13,19,04:30,04:45,,,,,0,27.32,27.32,0
2020-01-13,20,04:45,05:00,,,,18.4,0,18.4,18.4,-1
2020-01-13,21,05:00,05:15,,,,,0,27.4,27.4,0
2020-01-13,22,05:15,05:30,,,,25.59,0,25.59,25.59,-1
2020-01-13,23,05:30,05:45,,,,,0,27.99,27.99,0
2020-01-13,24,05:45,06:00,,,32.17,,0,32.17,32.17,1
2020-01-13,25,06:00,06:15,,,28.32,,0,28.32,28.32,1
2020-01-13,26,06:15,06:30,,,28.32,,0,28.32,28.32,1
2020-01-13,27,06:30,06:45,,,48.4,,0,48.4,48.4,1
2020-01-13,28,06:45,07:00,,,101.32,,0,101.32,101.32,1
2020-01-13,29,07:00,07:15,,,28.32,25.64,0,28.32,25.64,2
2020-01-13,30,07:15,07:30,,,32.34,,0,32.34,32.34,1
2020-01-13,31,07:30,07:45,,,114.76,,0,114.76,114.76,1
2020-01-13,32,07:45,08:00,,,101.5,,0,101.5,101.5,1
2020-01-13,33,08:00,08:15,,,250.13,,0,250.13,250.13,1
2020-01-13,34,08:15,08:30,,,37.72,,0,37.72,37.72,1
2020-01-13,35,08:30,08:45,,,29.01,,0,29.01,29.01,1
2020-01-13,36,08:45,09:00,,,52.93,,0,52.93,52.93,1
2020-01-13,37,09:00,09:15,,,102.72,,0,102.72,102.72,1
2020-01-13,38,09:15,09:30,,,82.37,,0,82.37,82.37,1
2020-01-13,39,09:30,09:45,,,82.37,24.32,0,24.32,24.32,-1
2020-01-13,40,09:45,10:00,,,,,0,28.67,28.67,0
2020-01-13,41,10:00,10:15,,,61.02,,0,61.02,61.02,1
2020-01-13,42,10:15,10:30,,,37.72,,0,37.72,37.72,1
2020-01-13,43,10:30,10:45,,,,,0,28.72,28.72,0
2020-01-13,44,10:45,11:00,,,,24.32,0,24.32,24.32,-1
2020-01-13,45,11:00,11:15,,,102.72,29.01,0,102.72,28.67,2
2020-01-13,46,11:15,11:30,,,37.72,27.89,0,27.89,27.89,-1
2020-01-13,47,11:30,11:45,,,37.72,24.32,0,24.32,24.32,-1
2020-01-13,48,11:45,12:00,,,,21.12,0,21.12,21.12,-1
2020-01-13,49,12:00,12:15,,,37.72,21.12,0,37.72,37.72,1
2020-01-13,50,12:15,12:30,,,28.32,24.32,0,24.32,24.32,-1
2020-01-13,51,12:30,12:45,,,,26.87,0,26.87,26.87,-1
2020-01-13,52,12:45,13:00,,,,24.32,0,24.32,24.32,-1
2020-01-13,53,13:00,13:15,,,51.32,28.97,0,51.32,51.32,1
2020-01-13,54,13:15,13:30,,,51.32,,0,51.32,51.32,1
2020-01-13,55,13:30,13:45,,,32.32,,0,32.32,32.32,1
2020-01-13,56,13:45,14:00,,,30.12,,0,30.12,30.12,1
2020-01-13,57,14:00,14:15,,,,29.01,0,29.01,29.01,-1
2020-01-13,58,14:15,14:30,,,,24.32,0,24.32,24.32,-1
2020-01-13,59,14:30,14:45,,,,27.53,0,27.53,27.53,-1
2020-01-13,60,14:45,15:00,,,,,0,27.76,27.76,0
2020-01-13,61,15:00,15:15,,,,24.32,0,24.32,24.32,-1
2020-01-13,62,15:15,15:30,,,32.32,,0,32.32,32.32,1
2020-01-13,63,15:30,15:45,,,30.6,,0,30.6,30.6,1
2020-01-13,64,15:45,16:00,,,29.1,,0,29.1,29.1,1
2020-01-13,65,16:00,16:15,,,37.72,,0,37.72,37.72,1
2020-01-13,66,16:15,16:30,,,37.72,,0,37.72,37.72,1
2020-01-13,67,16:30,16:45,,,29.7,,0,29.7,29.7,1
2020-01-13,68,16:45,17:00,,,51.32,,0,51.32,51.32,1
2020-01-13,69,17:00,17:15,,,37.72,,0,37.72,37.72,1
2020-01-13,70,17:15,17:30,,,51.32,,0,51.32,51.32,1
2020-01-13,71,17:30,17:45,,,51.32,,0,51.32,51.32,1
2020-01-13,72,17:45,18:00,,,35.2,,0,35.2,35.2,1
2020-01-13,73,18:00,18:15,,,250.13,,0,250.13,250.13,1
2020-01-13,74,18:15,18:30,,,250.13,27.49,0,27.49,27.49,-1
2020-01-13,75,18:30,18:45,,,,23.36,0,23.36,23.36,-1
2020-01-13,76,18:45,19:00,,,,23.14,0,23.14,23.14,-1
2020-01-13,77,19:00,19:15,,,29.65,25.73,0,29.65,25.73,2
2020-01-13,78,19:15,19:30,,,,24.32,0,24.32,24.32,-1
2020-01-13,79,19:30,19:45,,,,16.32,0,16.32,16.32,-1
2020-01-13,80,19:45,20:00,,,,16.32,0,16.32,16.32,-1
2020-01-13,81,20:00,20:15,,,28.32,20.32,0,28.32,20.32,2
2020-01-13,82,20:15,20:30,,,32.22,28.51,0,32.22,28.21,2
2020-01-13,83,20:30,20:45,,,,25.49,0,25.49,25.49,-1
2020-01-13,84,20:45,21:00,,,,24.32,0,24.32,24.32,-1
2020-01-13,85,21:00,21:15,,,36.49,-8.76,0,36.49,-8.76,2
2020-01-13,86,21:15,21:30,,,54.78,,0,54.78,54.78,1
2020-01-13,87,21:30,21:45,,,,,0,27.7,27.7,0
2020-01-13,88,21:45,22:00,,,28.32,,0,28.32,28.32,1
2020-01-13,89,22:00,22:15,,,,16.32,0,16.32,16.32,-1
2020-01-13,90,22:15,22:30,,,,,0,27.68,27.68,0
2020-01-13,91,22:30,22:45,,,,,0,27.53,27.53,0
2020-01-13,92,22:45,23:00,,,,9.74,0,9.74,9.74,-1
2020-01-13,93,23:00,23:15,,,,1.43,0,1.43,1.43,-1
2020-01-13,94,23:15,23:30,,,,,0,27.34,27.34,0
2020-01-13,95,23:30,23:45,,,,20.32,0,20.32,20.32,-1
2020-01-13,96,23:45,00:00,,,,16.32,0,16.32,16.32,-1
2020-01-14,1,00:00,00:15,,,27.82,-56.35,0,27.82,-56.35,2
2020-01-14,2,00:15,00:30,,,27.83,24.43,0,27.83,18.44,2
2020-01-14,3,00:30,00:45,,,,,0,18.49,18.49,0
2020-01-14,4,00:45,01:00,,,36.4,,0,36.4,36.4,1
2020-01-14,5,01:00,01:15,,,36.4,13.72,0,13.72,13.72,-1
2020-01-14,6,01:15,01:30,,,,23.89,0,23.89,23.89,-1
2020-01-14,7,01:30,01:45,,,27.94,23.89,0,27.94,23.89,2
2020-01-14,8,01:45,02:00,,,,15.89,0,15.89,15.89,-1
2020-01-14,9,02:00,02:15,,,31.89,19.89,0,31.89,19.89,2
2020-01-14,10,02:15,02:30,,,27.89,,0,27.89,27.89,1
2020-01-14,11,02:30,02:45,,,,,0,25.89,25.89,0
2020-01-14,12,02:45,03:00,,,,,0,25.89,25.89,0
2020-01-14,13,03:00,03:15,,,27.89,,0,27.89,27.89,1
2020-01-14,14,03:15,03:30,,,27.89,,0,27.89,27.89,1
2020-01-14,15,03:30,03:45,,,27.89,,0,27.89,27.89,1
2020-01-14,16,03:45,04:00,,,,,0,25.89,25.89,0
2020-01-14,17,04:00,04:15,,,,,0,25.89,25.89,0
2020-01-14,18,04:15,04:30,,,,,0,25.89,25.89,0
2020-01-14,19,04:30,04:45,,,27.89,,0,27.89,27.89,1
2020-01-14,20,04:45,05:00,,,31.89,,0,31.89,31.89,1
2020-01-14,21,05:00,05:15,,,27.89,,0,27.89,27.89,1
2020-01-14,22,05:15,05:30,,,,23.89,0,23.89,23.89,-1
2020-01-14,23,05:30,05:45,,,50.89,23.89,0,50.89,50.89,1
2020-01-14,24,05:45,06:00,,,50.89,,0,50.89,50.89,1
2020-01-14,25,06:00,06:15,,,36.45,,0,36.45,36.45,1
2020-01-14,26,06:15,06:30,,,36.45,19.94,0,19.94,19.94,-1
2020-01-14,27,06:30,06:45,,,50.5,,0,50.5,50.5,1
2020-01-14,28,06:45,07:00,,,27.94,,0,27.94,27.94,1
2020-01-14,29,07:00,07:15,,,206.65,23.14,0,206.65,13.82,2
2020-01-14,30,07:15,07:30,,,209.39,,0,209.39,209.39,1
